opeid,name,state,subsidized_recipients,subsidized_loans_originated_nb,subsidized_loans_originated_usd,subsidized_disbursements_nb,subsidized_disbursements_usd,unsubsidized_undergraduate_recipients,unsubsidized_undergraduate_loans_originated_nb,unsubsidized_undergraduate_loans_originated_usd,unsubsidized_undergraduate_disbursements_nb,unsubsidized_undergraduate_disbursements_usd,unsubsidized_graduate_recipients,unsubsidized_graduate_loans_originated_nb,unsubsidized_graduate_loans_originated_usd,unsubsidized_graduate_disbursements_nb,unsubsidized_graduate_disbursements_usd,parent_plus_recipients,parent_plus_loans_originated_nb,parent_plus_loans_originated_usd,parent_plus_disbursements_nb,parent_plus_disbursements_usd,graduate_plus_recipients,graduate_plus_loans_originated_nb,graduate_plus_loans_originated_usd,graduate_plus_disbursements_nb,graduate_plus_disbursements_usd
2185,FRAMINGHAM STATE UNIVERSITY,MA,2206,2306," $8,622,042.00 ",4130," $8,598,944.00 ",2478,2711," $9,114,528.00 ",4923," $9,064,351.00 ",156,178," $1,040,495.00 ",286," $1,029,053.00 ",188,202," $1,819,666.00 ",326," $1,803,337.00 ",1,1," $1,154.00 ",1," $1,154.00 "
2187,MASSACHUSETTS COLLEGE OF LIBERAL ARTS,MA,1049,1129," $4,293,431.00 ",1967," $4,249,721.00 ",1062,1190," $3,859,644.00 ",2071," $3,816,504.00 ",40,46," $430,176.00 ",75," $429,904.00 ",102,113," $994,214.00 ",191," $985,724.00 ", - , - , $- ,0, $- 
2188,SALEM STATE UNIVERSITY,MA,4144,4372," $16,835,104.00 ",7664," $16,794,696.00 ",4344,4664," $17,931,177.00 ",8235," $17,848,393.00 ",476,595," $5,624,267.00 ",904," $5,575,047.00 ",273,303," $2,483,011.00 ",527," $2,449,587.00 ",7,13," $61,584.00 ",17," $61,584.00 "
2189,WESTFIELD STATE UNIVERSITY,MA,2865,2867," $11,572,920.00 ",5276," $11,536,306.00 ",3158,3192," $11,894,651.00 ",5923," $11,816,501.00 ",223,224," $2,043,179.00 ",402," $2,033,196.00 ",259,261," $2,385,433.00 ",488," $2,354,600.00 ", - , - , $- ,0, $- 
2190,WORCESTER STATE UNIVERSITY,MA,2237,2270," $7,870,808.00 ",4180," $7,857,374.00 ",2594,2631," $9,810,729.00 ",4860," $9,756,547.00 ",169,199," $1,499,274.00 ",318," $1,497,202.00 ",188,198," $1,591,915.00 ",361," $1,565,249.00 ", - , - , $- ,0, $- 
2192,MOUNT HOLYOKE COLLEGE,MA,1082,1156," $4,814,777.00 ",2094," $4,809,267.00 ",523,597," $1,757,514.00 ",986," $1,745,545.00 ",4,4," $59,187.00 ",7," $59,187.00 ",202,225," $3,792,898.00 ",382," $3,756,189.00 ",1,1," $5,000.00 ",2," $5,000.00 "
2193,MOUNT IDA COLLEGE,MA,1007,1083," $4,195,974.00 ",1905," $4,191,259.00 ",1064,1152," $3,856,970.00 ",2047," $3,846,007.00 ",14,14," $167,264.00 ",22," $167,264.00 ",220,247," $3,772,614.00 ",452," $3,754,880.00 ", - , - , $- ,0, $- 
2194,NEW ENGLAND CONSERVATORY OF MUSIC,MA,165,165," $734,037.00 ",322," $732,994.00 ",172,172," $534,304.00 ",332," $529,441.00 ",141,141," $2,567,126.00 ",271," $2,538,149.00 ",40,44," $885,850.00 ",85," $872,970.00 ",37,41," $595,526.00 ",79," $595,496.00 "
2197,NICHOLS COLLEGE,MA,818,818," $3,305,359.00 ",1515," $3,294,704.00 ",882,882," $3,235,149.00 ",1634," $3,225,933.00 ",102,102," $1,096,798.00 ",200," $1,087,328.00 ",237,243," $3,705,875.00 ",448," $3,693,527.00 ", - , - , $- ,0, $- 
2199,NORTHEASTERN UNIVERSITY,MA,7656,8780," $32,739,690.00 ",17798," $32,660,261.00 ",8414,9462," $30,381,611.00 ",19233," $30,081,283.00 ",3791,4526," $67,903,823.00 ",9693," $67,320,183.00 ",1115,1365," $22,474,339.00 ",2414," $22,195,272.00 ",920,1480," $22,361,698.00 ",3414," $22,165,845.00 "
2201,PINE MANOR COLLEGE,MA,232,272," $1,035,966.00 ",464," $974,966.00 ",221,322," $922,851.00 ",578," $870,314.00 ",27,40," $551,723.00 ",73," $546,279.00 ",49,53," $479,891.00 ",98," $476,772.00 ", - , - , $- ,0, $- 
2202,BLESSED JOHN XXIII NATIONAL SEMINARY,MA, - , - , $- ,0, $- , - , - , $- ,0, $- ,1,1," $10,250.00 ",2," $10,250.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
2205,QUINCY COLLEGE,MA,1542,1544," $4,168,134.00 ",2526," $4,152,706.00 ",1064,1067," $3,849,019.00 ",1782," $3,834,615.00 ", - , - , $- ,0, $- ,2,2," $20,188.00 ",4," $20,188.00 ", - , - , $- ,0, $- 
2206,REGIS COLLEGE,MA,766,805," $3,416,764.00 ",1477," $3,414,900.00 ",825,882," $3,193,947.00 ",1621," $3,187,655.00 ",259,347," $6,068,723.00 ",731," $6,022,250.00 ",128,148," $1,965,847.00 ",239," $1,956,729.00 ",115,158," $3,648,237.00 ",328," $3,632,460.00 "
2208,SIMMONS COLLEGE,MA,1155,1387," $5,565,411.00 ",2609," $5,550,471.00 ",1183,1315," $4,261,469.00 ",2563," $4,232,676.00 ",1377,1760," $30,841,416.00 ",3548," $30,438,607.00 ",211,241," $4,764,742.00 ",450," $4,709,692.00 ",463,586," $11,381,760.00 ",1246," $11,291,487.00 "
2209,TRUSTEES OF THE SMITH COLLEGE,MA,1372,1398," $5,956,584.00 ",2684," $5,940,665.00 ",714,780," $2,367,050.00 ",1472," $2,353,324.00 ",301,318," $5,355,029.00 ",531," $5,309,365.00 ",212,230," $4,617,926.00 ",418," $4,585,163.00 ",95,110," $1,754,989.00 ",209," $1,760,438.00 "
2210,UNIVERSITY OF MASSACHUSETTS - DARTMOUTH,MA,4551,4771," $18,227,357.00 ",8566," $18,194,559.00 ",4997,5480," $18,469,062.00 ",9881," $18,402,991.00 ",617,684," $9,753,626.00 ",1165," $9,716,970.00 ",564,641," $6,067,981.00 ",1177," $5,998,464.00 ",172,242," $3,185,443.00 ",391," $3,184,538.00 "
2211,SPRINGFIELD COLLEGE,MA,3070,3406," $12,913,208.00 ",6602," $12,670,729.00 ",3161,3535," $12,975,298.00 ",6886," $12,626,228.00 ",1125,1330," $21,081,944.00 ",2734," $20,750,346.00 ",343,386," $6,161,216.00 ",720," $6,120,169.00 ",216,281," $3,812,817.00 ",584," $3,838,870.00 "
2214,SAINT JOHN'S SEMINARY,MA, - , - , $- ,0, $- , - , - , $- ,0, $- ,2,3," $32,500.00 ",3," $32,500.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
2217,STONEHILL COLLEGE,MA,1424,1425," $6,128,720.00 ",2761," $6,105,356.00 ",1684,1688," $5,439,984.00 ",3267," $5,387,215.00 ", - , - , $- ,0, $- ,455,473," $9,222,836.00 ",852," $9,062,967.00 ", - , - , $- ,0, $- 
2218,SUFFOLK UNIVERSITY,MA,3250,3395," $14,246,849.00 ",6263," $14,201,384.00 ",3396,3810," $11,115,765.00 ",7016," $11,041,436.00 ",1964,2305," $40,395,979.00 ",3933," $40,090,736.00 ",595,637," $10,591,421.00 ",1169," $10,512,158.00 ",962,1265," $25,999,940.00 ",2111," $25,906,746.00 "
2219,TUFTS UNIVERSITY,MA,1515,1582," $6,567,269.00 ",2994," $6,549,063.00 ",418,451," $1,425,457.00 ",797," $1,422,735.00 ",2416,2577," $75,644,904.00 ",4779," $75,106,252.00 ",228,256," $5,373,960.00 ",429," $5,280,801.00 ",1422,1858," $39,875,223.00 ",3180," $39,256,004.00 "
2221,UNIVERSITY OF MASSACHUSETTS - AMHERST,MA,11255,12324," $49,199,886.00 ",21765," $49,104,668.00 ",12783,14447," $45,989,899.00 ",25874," $45,720,557.00 ",1346,1807," $18,276,310.00 ",2875," $18,053,645.00 ",1553,1785," $22,233,681.00 ",3031," $21,928,646.00 ",70,97," $746,676.00 ",150," $720,979.00 "
2222,UNIVERSITY OF MASSACHUSETTS - BOSTON,MA,6495,6919," $26,114,109.00 ",11814," $26,050,853.00 ",6236,6601," $26,810,252.00 ",11310," $26,679,051.00 ",1277,1440," $17,711,841.00 ",2337," $17,477,937.00 ",272,320," $2,126,508.00 ",523," $2,100,414.00 ",23,28," $187,170.00 ",41," $187,170.00 "
2224,WELLESLEY COLLEGE,MA,354,444," $1,110,580.00 ",740," $1,108,946.00 ",180,200," $750,606.00 ",346," $746,377.00 ", - , - , $- ,0, $- ,93,106," $2,060,510.00 ",194," $2,012,577.00 ", - , - , $- ,0, $- 
2225,WENTWORTH INSTITUTE OF TECHNOLOGY,MA,2591,2614," $11,231,598.00 ",5087," $11,013,301.00 ",2543,2628," $8,100,592.00 ",5106," $7,831,829.00 ",90,92," $1,750,589.00 ",197," $1,722,966.00 ",404,465," $8,082,991.00 ",803," $7,846,877.00 ",17,18," $262,242.00 ",36," $262,242.00 "
2226,WESTERN NEW ENGLAND UNIVERSITY,MA,1849,1868," $7,875,414.00 ",3603," $7,803,017.00 ",1923,2002," $6,121,245.00 ",3870," $6,034,808.00 ",591,608," $10,944,943.00 ",1291," $10,797,537.00 ",510,555," $9,813,929.00 ",1068," $9,604,368.00 ",352,406," $9,101,050.00 ",810," $8,946,936.00 "
2227,WHEATON COLLEGE,MA,898,910," $3,977,732.00 ",1758," $3,937,783.00 ",780,848," $2,141,432.00 ",1628," $2,117,757.00 ", - , - , $- ,0, $- ,213,249," $3,712,692.00 ",425," $3,633,893.00 ", - , - , $- ,0, $- 
2228,WHEELOCK COLLEGE,MA,620,677," $2,764,947.00 ",1218," $2,764,600.00 ",677,737," $2,296,983.00 ",1356," $2,280,109.00 ",246,291," $4,937,078.00 ",551," $4,905,852.00 ",143,165," $2,633,098.00 ",291," $2,613,179.00 ",56,74," $888,787.00 ",142," $888,639.00 "
2229,WILLIAMS COLLEGE,MA,174,185," $496,088.00 ",336," $494,952.00 ",361,379," $1,519,185.00 ",749," $1,499,075.00 ",2,2," $25,425.00 ",4," $25,425.00 ",113,124," $2,191,349.00 ",221," $2,099,776.00 ", - , - , $- ,0, $- 
2233,WORCESTER POLYTECHNIC INSTITUTE,MA,1929,1946," $8,832,721.00 ",3792," $8,818,464.00 ",2153,2229," $6,961,889.00 ",4319," $6,919,893.00 ",153,188," $2,481,678.00 ",314," $2,466,648.00 ",328,383," $6,828,687.00 ",707," $6,738,259.00 ",11,13," $199,345.00 ",23," $199,345.00 "
3965,BAY STATE COLLEGE,MA,1070,1424," $4,197,835.00 ",2540," $4,141,188.00 ",1110,1450," $5,475,986.00 ",2589," $5,392,085.00 ", - , - , $- ,0, $- ,133,147," $2,094,638.00 ",274," $2,033,786.00 ", - , - , $- ,0, $- 
3966,BOSTON ARCHITECTURAL COLLEGE,MA,380,380," $1,446,327.00 ",648," $1,444,027.00 ",392,398," $1,778,039.00 ",667," $1,769,152.00 ",354,364," $5,998,476.00 ",607," $5,972,902.00 ",74,78," $999,416.00 ",143," $985,613.00 ",88,89," $1,191,605.00 ",166," $1,191,501.00 "
4661,HAMPSHIRE COLLEGE,MA,725,750," $3,075,643.00 ",1325," $3,071,553.00 ",576,700," $1,662,220.00 ",1200," $1,653,558.00 ", - , - , $- ,0, $- ,187,203," $3,472,866.00 ",328," $3,435,688.00 ", - , - , $- ,0, $- 
4666,SALTER COLLEGE,MA,2140,2337," $7,199,626.00 ",4301," $6,588,891.00 ",2000,2170," $9,059,099.00 ",4435," $8,238,492.00 ",2,2," $15,500.00 ",4," $15,500.00 ",70,72," $383,645.00 ",135," $342,154.00 ", - , - , $- ,0, $- 
4667,SCHOOL OF THE MUSEUM OF FINE ARTS,MA,281,281," $1,165,639.00 ",513," $1,152,906.00 ",280,310," $977,780.00 ",563," $965,555.00 ", - , - , $- ,0, $- ,92,110," $2,106,422.00 ",191," $2,087,071.00 ", - , - , $- ,0, $- 
4669,UPPER CAPE COD REGIONAL TECHNICAL SCHOOL,MA,42,42," $142,759.00 ",42," $142,759.00 ",36,36," $221,482.00 ",36," $221,345.00 ", - , - , $- ,0, $- ,3,3," $21,585.00 ",3," $21,585.00 ", - , - , $- ,0, $- 
5279,GREATER LOWELL REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,38,38," $123,858.00 ",74," $123,705.00 ",33,37," $124,810.00 ",71," $124,199.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
5519,DIMAN REGIONAL VOCATIONAL TECHNICAL INSTITUTE,MA,56,56," $176,510.00 ",143," $161,478.00 ",49,50," $224,507.00 ",129," $207,498.00 ", - , - , $- ,0, $- ,1,1," $6,911.00 ",4," $6,911.00 ", - , - , $- ,0, $- 
5523,BLUE HILLS REGIONAL TECHNICAL SCHOOL,MA,37,37," $110,268.00 ",59," $104,692.00 ",34,36," $153,523.00 ",56," $144,977.00 ", - , - , $- ,0, $- ,2,2," $7,503.00 ",2," $7,503.00 ", - , - , $- ,0, $- 
6136,NATIONAL AVIATION ACADEMY - NEW ENGLAND,MA,267,354," $1,110,705.00 ",628," $1,048,579.00 ",252,338," $1,306,266.00 ",594," $1,246,935.00 ", - , - , $- ,0, $- ,45,60," $349,888.00 ",105," $327,114.00 ", - , - , $- ,0, $- 
6322,SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING,MA,287,287," $1,156,387.00 ",552," $1,118,286.00 ",298,299," $1,634,008.00 ",573," $1,571,677.00 ", - , - , $- ,0, $- ,8,8," $132,672.00 ",15," $125,172.00 ", - , - , $- ,0, $- 
6324,LABOURE COLLEGE,MA,548,558," $1,844,733.00 ",902," $1,764,240.00 ",590,632," $3,235,909.00 ",1012," $3,099,706.00 ", - , - , $- ,0, $- ,37,46," $401,661.00 ",75," $366,004.00 ", - , - , $- ,0, $- 
6331,LAWRENCE MEMORIAL HOSPITAL SCHOOL OF NURSING,MA,281,281," $968,471.00 ",447," $968,471.00 ",295,295," $1,551,616.00 ",470," $1,536,488.00 ", - , - , $- ,0, $- ,6,6," $101,000.00 ",12," $97,230.00 ", - , - , $- ,0, $- 
6873,MARIAN COURT COLLEGE,MA,113,114," $370,307.00 ",216," $353,746.00 ",110,116," $311,839.00 ",216," $283,371.00 ", - , - , $- ,0, $- ,11,11," $72,075.00 ",20," $63,080.00 ", - , - , $- ,0, $- 
7481,SANFORD-BROWN COLLEGE,MA,153,212," $534,996.00 ",379," $519,153.00 ",144,199," $768,209.00 ",358," $723,996.00 ", - , - , $- ,0, $- ,4,4," $20,819.00 ",6," $20,819.00 ", - , - , $- ,0, $- 
7484,NEWBURY COLLEGE,MA,780,788," $3,272,844.00 ",1457," $3,239,818.00 ",801,809," $2,965,701.00 ",1505," $2,920,481.00 ",3,3," $15,000.00 ",4," $10,478.00 ",185,188," $2,976,301.00 ",352," $2,914,821.00 ", - , - , $- ,0, $- 
7486,NEW ENGLAND INSTITUTE OF ART (THE),MA,819,1589," $3,899,703.00 ",3206," $3,898,778.00 ",838,1637," $4,070,488.00 ",3299," $4,059,480.00 ", - , - , $- ,0, $- ,310,610," $6,933,662.00 ",1259," $6,911,988.00 ", - , - , $- ,0, $- 
7488,KAPLAN CAREER INSTITUTE,MA,125,143," $387,896.00 ",265," $369,842.00 ",109,130," $389,882.00 ",240," $361,717.00 ", - , - , $- ,0, $- ,5,5," $29,446.00 ",10," $28,681.00 ", - , - , $- ,0, $- 
8078,SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,MA,1553,1618," $3,740,340.00 ",2643," $3,720,309.00 ",1061,1098," $3,047,545.00 ",1827," $3,027,502.00 ", - , - , $- ,0, $- ,7,7," $21,477.00 ",13," $21,477.00 ", - , - , $- ,0, $- 
8916,NEW ENGLAND SCHOOL OF LAW,MA, - , - , $- ,0, $- , - , - , $- ,0, $- ,988,1006," $19,614,262.00 ",1960," $19,506,827.00 ", - , - , $- ,0, $- ,838,1095," $26,018,968.00 ",1976," $25,932,514.00 "
9645,BARD COLLEGE AT SIMON'S ROCK,MA,179,180," $736,300.00 ",335," $734,550.00 ",173,182," $468,750.00 ",334," $463,956.00 ", - , - , $- ,0, $- ,39,43," $741,771.00 ",79," $740,528.00 ", - , - , $- ,0, $- 
9747,GORDON CONWELL THEOLOGICAL SEMINARY,MA, - , - , $- ,0, $- ,2,2," $20,500.00 ",2," $20,500.00 ",365,443," $5,248,808.00 ",723," $5,218,347.00 ", - , - , $- ,0, $- ,5,5," $31,779.00 ",8," $31,779.00 "
9756,UNIVERSITY OF MASSACHUSETTS MEDICAL CENTER,MA,6,7," $33,000.00 ",14," $33,000.00 ",4,4," $28,000.00 ",8," $28,000.00 ",489,629," $12,368,962.00 ",1151," $12,171,746.00 ", - , - , $- ,0, $- ,65,100," $957,453.00 ",147," $929,839.00 "
9877,HENRI'S SCHOOL OF HAIR DESIGN,MA,37,37," $125,682.00 ",68," $113,590.00 ",38,43," $101,225.00 ",76," $91,904.00 ", - , - , $- ,0, $- ,6,7," $32,500.00 ",14," $32,344.00 ", - , - , $- ,0, $- 
9899,LOWELL ACADEMY HAIR STYLING INSTITUTE,MA,72,74," $182,295.00 ",117," $180,846.00 ",67,70," $225,174.00 ",125," $225,172.00 ", - , - , $- ,0, $- ,3,3," $16,347.00 ",5," $16,347.00 ", - , - , $- ,0, $- 
9936,MIDDLESEX COMMUNITY COLLEGE,MA,1170,1370," $2,490,783.00 ",2293," $2,461,390.00 ",1032,1170," $3,013,164.00 ",1980," $2,973,950.00 ",3,3," $9,728.00 ",5," $9,728.00 ",2,2," $7,500.00 ",2," $7,406.00 ", - , - , $- ,0, $- 
11210,BUNKER HILL COMMUNITY COLLEGE,MA,1157,1357," $3,177,801.00 ",1848," $3,171,960.00 ",1009,1186," $3,244,420.00 ",1632," $3,236,387.00 ", - , - , $- ,0, $- ,4,4," $37,078.00 ",5," $37,078.00 ", - , - , $- ,0, $- 
11510,EVEREST INSTITUTE,MA,628,684," $1,894,701.00 ",1237," $1,841,029.00 ",594,652," $2,936,704.00 ",1187," $2,860,458.00 ", - , - , $- ,0, $- ,28,30," $230,738.00 ",53," $216,833.00 ", - , - , $- ,0, $- 
12042,MANSFIELD BEAUTY SCHOOLS,MA,38,38," $94,496.00 ",66," $93,804.00 ",35,35," $91,036.00 ",69," $91,036.00 ", - , - , $- ,0, $- ,2,2," $12,755.00 ",3," $12,755.00 ", - , - , $- ,0, $- 
12068,MANSFIELD BEAUTY SCHOOLS,MA,25,27," $71,558.00 ",44," $71,558.00 ",25,25," $44,317.00 ",41," $44,317.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
12187,BLACKSTONE VALLEY VOCATIONAL REGIONAL SCHOOL DISTRICT,MA,22,22," $75,250.00 ",43," $75,250.00 ",20,20," $83,900.00 ",39," $83,900.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
12386,SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,92,92," $303,882.00 ",174," $289,020.00 ",82,84," $377,835.00 ",159," $363,333.00 ", - , - , $- ,0, $- ,1,1," $6,980.00 ",2," $6,980.00 ", - , - , $- ,0, $- 
12881,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,26,26," $89,987.00 ",52," $89,947.00 ",28,29," $156,256.00 ",56," $153,256.00 ", - , - , $- ,0, $- ,2,2," $13,160.00 ",3," $9,372.00 ", - , - , $- ,0, $- 
12921,EMPIRE BEAUTY SCHOOL,MA,387,456," $987,682.00 ",662," $872,265.00 ",381,449," $1,107,767.00 ",653," $968,838.00 ", - , - , $- ,0, $- ,28,29," $162,121.00 ",46," $135,865.00 ", - , - , $- ,0, $- 
12948,ROB ROY ACADEMY,MA,77,77," $230,783.00 ",135," $230,783.00 ",76,76," $306,215.00 ",154," $306,215.00 ", - , - , $- ,0, $- ,7,7," $40,528.00 ",12," $38,293.00 ", - , - , $- ,0, $- 
20630,MONTSERRAT COLLEGE OF ART,MA,311,311," $1,400,477.00 ",589," $1,361,227.00 ",322,322," $1,094,082.00 ",614," $1,051,770.00 ", - , - , $- ,0, $- ,62,63," $1,090,168.00 ",121," $1,036,749.00 ", - , - , $- ,0, $- 
20767,EMPIRE BEAUTY SCHOOL,MA,177,198," $433,667.00 ",285," $379,144.00 ",173,194," $526,310.00 ",281," $459,104.00 ", - , - , $- ,0, $- ,9,10," $55,635.00 ",17," $50,867.00 ", - , - , $- ,0, $- 
20794,EMPIRE BEAUTY SCHOOL,MA,499,579," $1,740,878.00 ",1019," $1,610,350.00 ",506,594," $2,406,811.00 ",1041," $2,209,344.00 ", - , - , $- ,0, $- ,32,33," $189,702.00 ",58," $177,353.00 ", - , - , $- ,0, $- 
20921,MASSACHUSETTS SCHOOL OF BARBERING,MA,49,51," $159,007.00 ",94," $151,213.00 ",50,72," $242,753.00 ",127," $232,081.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
20922,EMPIRE BEAUTY SCHOOL,MA,225,261," $676,302.00 ",428," $618,890.00 ",217,253," $880,908.00 ",414," $819,303.00 ", - , - , $- ,0, $- ,10,14," $82,164.00 ",24," $77,814.00 ", - , - , $- ,0, $- 
21220,NEW ENGLAND HAIR ACADEMY,MA, - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- ,29,31," $288,959.00 ",65," $261,235.00 ", - , - , $- ,0, $- 
21370,ROB ROY ACADEMY,MA,34,34," $108,745.00 ",61," $106,995.00 ",34,34," $132,892.00 ",71," $132,741.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
21372,MASSACHUSETTS GENERAL HOSPITAL DIETETIC INTERNSHIP PROGRAM,MA, - , - , $- ,0, $- , - , - , $- ,0, $- ,4,4," $32,000.00 ",6," $32,000.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
21430,LONGY SCHOOL OF MUSIC,MA,29,29," $108,595.00 ",54," $108,595.00 ",29,33," $113,905.00 ",62," $113,905.00 ",82,83," $1,603,735.00 ",163," $1,596,963.00 ",4,4," $63,400.00 ",6," $63,400.00 ",18,19," $199,361.00 ",38," $199,029.00 "
21635,NEW ENGLAND SCHOOL OF PHOTOGRAPHY,MA,43,43," $156,692.00 ",119," $156,692.00 ",43,43," $155,928.00 ",120," $155,928.00 ", - , - , $- ,0, $- ,16,16," $314,748.00 ",39," $309,505.00 ", - , - , $- ,0, $- 
21636,MASSACHUSETTS SCHOOL OF PROFESSIONAL PSYCHOLOGY,MA, - , - , $- ,0, $- , - , - , $- ,0, $- ,353,486," $11,290,728.00 ",1169," $11,175,287.00 ", - , - , $- ,0, $- ,258,387," $6,063,129.00 ",758," $5,917,982.00 "
21699,ASSABET VALLEY REGIONAL VOCATIONAL SCHOOL,MA,29,29," $92,687.00 ",53," $92,687.00 ",30,30," $156,202.00 ",56," $153,677.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
21816,ROB ROY ACADEMY,MA,160,160," $448,246.00 ",272," $448,000.00 ",151,151," $523,188.00 ",279," $519,120.00 ", - , - , $- ,0, $- ,12,12," $60,066.00 ",21," $59,858.00 ", - , - , $- ,0, $- 
21829,CAMBRIDGE COLLEGE,MA,692,723," $2,591,726.00 ",1553," $2,425,820.00 ",679,730," $3,088,662.00 ",1561," $2,898,661.00 ",1850,2400," $20,909,322.00 ",4582," $19,988,428.00 ",2,2," $27,087.00 ",5," $27,053.00 ",14,15," $104,654.00 ",31," $104,654.00 "
21979,NORTH BENNET STREET SCHOOL,MA,87,88," $306,132.00 ",159," $304,382.00 ",88,89," $461,666.00 ",160," $454,699.00 ", - , - , $- ,0, $- ,7,7," $133,050.00 ",13," $112,734.00 ", - , - , $- ,0, $- 
22151,HALLMARK INSTITUTE OF PHOTOGRAPHY,MA,77,77," $265,917.00 ",149," $254,985.00 ",73,73," $214,281.00 ",140," $203,013.00 ", - , - , $- ,0, $- ,42,51," $2,166,859.00 ",99," $2,099,354.00 ", - , - , $- ,0, $- 
22204,CATHERINE HINDS INSTITUTE OF ESTHETICS,MA,149,167," $356,363.00 ",300," $353,887.00 ",137,156," $398,075.00 ",289," $395,133.00 ", - , - , $- ,0, $- ,3,4," $27,111.00 ",9," $27,111.00 ", - , - , $- ,0, $- 
22316,MGH INSTITUTE OF HEALTH PROFESSIONS,MA,277,279," $1,393,314.00 ",535," $1,387,701.00 ",267,269," $1,839,554.00 ",513," $1,829,484.00 ",536,709," $13,448,105.00 ",1344," $13,405,056.00 ",4,5," $212,068.00 ",10," $212,068.00 ",364,484," $10,309,829.00 ",887," $10,228,401.00 "
22743,CONWAY SCHOOL OF LANDSCAPE DESIGN,MA, - , - , $- ,0, $- , - , - , $- ,0, $- ,9,9," $184,500.00 ",18," $184,500.00 ", - , - , $- ,0, $- ,9,9," $277,675.00 ",18," $272,466.00 "
23257,LABARON HAIRDRESSING ACADEMY,MA,37,38," $102,612.00 ",57," $90,837.00 ",35,37," $143,139.00 ",55," $118,645.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
23258,LABARON HAIRDRESSING ACADEMY,MA,30,30," $78,914.00 ",46," $75,798.00 ",31,34," $105,619.00 ",54," $101,032.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
23374,BANCROFT SCHOOL OF MASSAGE THERAPY,MA,28,28," $75,600.00 ",54," $75,600.00 ",29,29," $130,800.00 ",56," $130,775.00 ", - , - , $- ,0, $- ,1,1," $4,866.00 ",2," $4,866.00 ", - , - , $- ,0, $- 
23382,BAY STATE SCHOOL OF TECHNOLOGY,MA,135,154," $449,169.00 ",291," $427,680.00 ",119,135," $407,448.00 ",257," $391,184.00 ", - , - , $- ,0, $- ,2,2," $20,244.00 ",2," $19,933.00 ", - , - , $- ,0, $- 
23394,ROB ROY ACADEMY,MA,27,27," $75,746.00 ",45," $75,746.00 ",24,24," $99,605.00 ",52," $99,605.00 ", - , - , $- ,0, $- ,2,2," $11,101.00 ",3," $10,938.00 ", - , - , $- ,0, $- 
24917,CORTIVA INSTITUTE -  BOSTON,MA,107,108," $268,502.00 ",191," $257,265.00 ",102,103," $444,230.00 ",186," $424,732.00 ", - , - , $- ,0, $- ,9,9," $63,617.00 ",18," $62,721.00 ", - , - , $- ,0, $- 
25239,ELIZABETH GRADY SCHOOL OF ESTHETICS AND MASSAGE THERAPY,MA,93,106," $229,052.00 ",194," $228,349.00 ",90,103," $355,469.00 ",191," $354,220.00 ", - , - , $- ,0, $- ,1,1," $7,379.00 ",2," $7,379.00 ", - , - , $- ,0, $- 
25798,NEW ENGLAND SCHOOL OF ACUPUNCTURE,MA, - , - , $- ,0, $- , - , - , $- ,0, $- ,118,119," $2,196,595.00 ",308," $2,120,546.00 ", - , - , $- ,0, $- ,67,82," $1,061,082.00 ",194," $1,041,955.00 "
30667,AILANO SCHOOL OF COSMETOLOGY,MA,35,36," $114,418.00 ",63," $102,135.00 ",36,47," $161,779.00 ",73," $144,845.00 ", - , - , $- ,0, $- ,3,3," $20,442.00 ",4," $20,121.00 ", - , - , $- ,0, $- 
31040,SHAWSHEEN VALLEY TECHNICAL HIGH SCHOOL,MA,37,37," $112,000.00 ",63," $112,000.00 ",39,39," $204,000.00 ",69," $203,910.00 ", - , - , $- ,0, $- ,1,1," $5,500.00 ",2," $5,500.00 ", - , - , $- ,0, $- 
31152,MOTORING TECHNICAL TRAINING INSTITUTE,MA,242,242," $799,887.00 ",464," $774,092.00 ",248,274," $1,218,230.00 ",526," $1,187,374.00 ", - , - , $- ,0, $- ,37,40," $288,882.00 ",74," $260,885.00 ", - , - , $- ,0, $- 
